isin,year,bmg_cons,bmg_se_cons,bmg_yearly,bmg_se_yearly
US6556631025,2016,0.421028882,0.367871702,0.602264881,0.231781602
US6556641008,2010,0.104565248,0.444707066,0.537758529,0.296271056
US6556641008,2011,0.104565248,0.444707066,0.292452216,0.245062217
US6556641008,2012,0.104565248,0.444707066,0.333082348,0.230814353
US6556641008,2013,0.104565248,0.444707066,0.533050537,0.180719763
US6556641008,2014,0.104565248,0.444707066,0.08154811,0.188053563
US6556641008,2015,0.104565248,0.444707066,0.507882774,0.200402364
US6556641008,2016,0.104565248,0.444707066,-0.272644073,0.363642663
US6558441084,2010,0.791253805,0.336889714,0.748276293,0.162529737
US6558441084,2011,0.791253805,0.336889714,0.407833993,0.168233961
US6558441084,2012,0.791253805,0.336889714,0.573546827,0.243341714
US6558441084,2013,0.791253805,0.336889714,0.481539369,0.191326708
US6558441084,2014,0.791253805,0.336889714,1.379928946,0.184612975
US6558441084,2015,0.791253805,0.336889714,0.283761472,0.236987755
US6558441084,2016,0.791253805,0.336889714,0.721852541,0.22706759
US6565531042,2010,0.062437601,0.449800283,-0.535432935,0.908267021
US6565531042,2011,0.062437601,0.449800283,0.047108941,0.795553684
US6565531042,2012,0.062437601,0.449800283,-1.423285127,0.997535884
US6565531042,2013,0.062437601,0.449800283,0.088989221,0.716960192
US6565531042,2014,0.062437601,0.449800283,0.545615017,0.465664953
US6565531042,2015,0.062437601,0.449800283,-0.04034631,0.502201557
US6565531042,2016,0.062437601,0.449800283,0.309156477,0.548882544
US6565593091,2010,0.02053115,0.655653238,0.1863686,0.942102969
US6565593091,2011,0.02053115,0.655653238,-0.169747442,0.809312284
US6565593091,2012,0.02053115,0.655653238,0.185175121,0.359298408
US6565593091,2013,0.02053115,0.655653238,0.63469094,0.219679669
US6565593091,2014,0.02053115,0.655653238,0.419312537,0.238512754
US6565593091,2015,0.02053115,0.655653238,-0.06507057,0.306395203
US6565593091,2016,0.02053115,0.655653238,1.977479577,0.398059368
US6584181084,2010,-0.351585537,1.152927637,1.077135563,0.761262774
US6584181084,2011,-0.351585537,1.152927637,-0.12593244,0.528885484
US6584181084,2012,-0.351585537,1.152927637,0.117722608,0.725017607
US6593101065,2010,1.640424252,0.452209234,0.497991443,0.207651377
US6593101065,2011,1.640424252,0.452209234,0.298707843,0.230280221
US6593101065,2012,1.640424252,0.452209234,0.534313262,0.257690817
US6593101065,2013,1.640424252,0.452209234,0.023181658,0.277610928
US6593101065,2014,1.640424252,0.452209234,1.743976116,0.358357757
US6593101065,2015,1.640424252,0.452209234,0.985641181,0.404050946
US6593101065,2016,1.640424252,0.452209234,2.157779217,0.458342642
US66304M2044,2010,-0.516178548,0.777246952,1.422967911,0.767946541
US66304M2044,2011,-0.516178548,0.777246952,-0.204728514,0.398639351
US66304M2044,2012,-0.516178548,0.777246952,0.027966456,0.349848717
US66304M2044,2013,-0.516178548,0.777246952,0.189361513,0.295426607
US66304M2044,2014,-0.516178548,0.777246952,-0.007065937,0.328777283
US6639042091,2010,-0.083180986,0.368660748,-0.26113534,0.625285447
US6639042091,2011,-0.083180986,0.368660748,-0.580240369,0.626170337
US6639042091,2012,-0.083180986,0.368660748,-0.45026511,0.449698985
US6639042091,2013,-0.083180986,0.368660748,-0.17738159,0.265571803
US6639042091,2014,-0.083180986,0.368660748,-0.001395691,0.270029187
US6639042091,2015,-0.083180986,0.368660748,0.043023888,0.264336228
US6639042091,2016,-0.083180986,0.368660748,-0.107891545,0.306778997
US6655311099,2010,2.780630112,0.725268543,1.172491908,0.373902589
US6655311099,2011,2.780630112,0.725268543,1.988100052,0.420305818
US6655311099,2012,2.780630112,0.725268543,1.328057528,0.350308836
US6655311099,2013,2.780630112,0.725268543,1.512442708,0.40704146
US6655311099,2014,2.780630112,0.725268543,3.042131901,0.537808895
US6655311099,2015,2.780630112,0.725268543,1.884719014,0.632046998
US6655311099,2016,2.780630112,0.725268543,2.112696886,0.711124182
US6658091094,2010,-0.978540182,0.68758136,-1.279050469,0.611901224
US6658091094,2011,-0.978540182,0.68758136,0.048943736,0.371817738
US6658091094,2012,-0.978540182,0.68758136,-1.091782928,0.472387433
US6658091094,2013,-0.978540182,0.68758136,-0.057532303,0.468569726
US6658091094,2014,-0.978540182,0.68758136,0.362534314,0.436447591
US6658091094,2015,-0.978540182,0.68758136,-0.637408137,0.460096896
US6658091094,2016,-0.978540182,0.68758136,-0.157308742,0.519084215
US6658261036,2012,-0.130585939,0.789882481,-3.109683514,1.94538188
US6658261036,2013,-0.130585939,0.789882481,0.118402191,0.586072206
US6658261036,2014,-0.130585939,0.789882481,-0.120532729,0.343267351
US6658261036,2015,-0.130585939,0.789882481,-0.660359561,0.401072264
US6658261036,2016,-0.130585939,0.789882481,-0.888089299,0.381402075
US6658591044,2010,-0.116491824,0.256829321,0.653268099,0.226888627
US6658591044,2011,-0.116491824,0.256829321,0.415170789,0.166690797
US6658591044,2012,-0.116491824,0.256829321,0.240284115,0.156894341
US6658591044,2013,-0.116491824,0.256829321,0.096156307,0.173352093
US6658591044,2014,-0.116491824,0.256829321,0.393744707,0.15317221
US6658591044,2015,-0.116491824,0.256829321,0.448121965,0.163834795
US6658591044,2016,-0.116491824,0.256829321,-0.44092387,0.162825033
US66611T1088,2010,0.317536265,0.311380297,0.441794574,0.252634794
US66611T1088,2011,0.317536265,0.311380297,0.520800233,0.291254729
US66611T1088,2012,0.317536265,0.311380297,-0.105485767,0.280528098
US66611T1088,2013,0.317536265,0.311380297,0.108688064,0.141717777
US66611T1088,2014,0.317536265,0.311380297,-0.055150993,0.179859415
US66611T1088,2015,0.317536265,0.311380297,0.268956661,0.137674093
US66611T1088,2016,0.317536265,0.311380297,-0.175928742,0.170055673
US6667621097,2010,-0.179051012,0.385998219,-0.447285682,0.223177373
US6667621097,2011,-0.179051012,0.385998219,0.25264138,0.189426318
US6667621097,2012,-0.179051012,0.385998219,0.473519236,0.262635529
US6667621097,2013,-0.179051012,0.385998219,0.364373237,0.273151636
US6667621097,2014,-0.179051012,0.385998219,-0.081927001,0.229036734
US6667621097,2015,-0.179051012,0.385998219,-0.032750953,0.232737556
US6667621097,2016,-0.179051012,0.385998219,-0.305414647,0.270930976
US6668071029,2010,-0.162871152,0.249915004,0.229431197,0.153256536
US6668071029,2011,-0.162871152,0.249915004,-0.091923133,0.146114692
US6668071029,2012,-0.162871152,0.249915004,-0.242760748,0.134267583
US6668071029,2013,-0.162871152,0.249915004,0.31200242,0.170116961
US6668071029,2014,-0.162871152,0.249915004,-0.042659141,0.171811402
US6668071029,2015,-0.162871152,0.249915004,0.331258208,0.137182921
US6668071029,2016,-0.162871152,0.249915004,-0.172726661,0.160721496
US66704R8034,2010,0.048443679,0.597599983,0.799227357,0.457521498
US66704R8034,2011,0.048443679,0.597599983,0.772926986,0.331369668
US66704R8034,2012,0.048443679,0.597599983,0.08642076,0.2922737
US66704R8034,2013,0.048443679,0.597599983,1.364333868,0.278632462
US66704R8034,2014,0.048443679,0.597599983,0.282426357,0.277006626
US66704R8034,2015,0.048443679,0.597599983,0.486266434,0.267053664
US66704R8034,2016,0.048443679,0.597599983,0.80628562,0.356900245
US66706L1017,2015,-1.241227031,1.272698522,0.469868511,1.288666844
US66706L1017,2016,-1.241227031,1.272698522,0.039383274,0.304109544
US6673401039,2010,-0.162353665,0.222098976,0.222848117,0.185780317
US6673401039,2011,-0.162353665,0.222098976,0.48595041,0.173339382
US6673401039,2012,-0.162353665,0.222098976,-0.03008996,0.166196823
US6673401039,2013,-0.162353665,0.222098976,0.416490972,0.178349301
US6673401039,2014,-0.162353665,0.222098976,0.2526021,0.167846754
US6673401039,2015,-0.162353665,0.222098976,-0.00224066,0.141379178
US6673401039,2016,-0.162353665,0.222098976,-0.157819733,0.159771726
US6675161086,2010,-0.29216972,0.289895743,1.266412854,1.269369245
US6675161086,2011,-0.29216972,0.289895743,-0.128249183,0.991984904
US6675161086,2012,-0.29216972,0.289895743,-0.295468748,1.183065772
US6675161086,2013,-0.29216972,0.289895743,-0.753320515,0.763951182
US6675161086,2014,-0.29216972,0.289895743,-0.042302247,0.663601756
US6675161086,2015,-0.29216972,0.289895743,0.466236949,0.357728511
US6675161086,2016,-0.29216972,0.289895743,-0.442241907,0.467603892
US6676551046,2010,0.617143631,0.242501259,0.398540586,0.148640737
US6676551046,2011,0.617143631,0.242501259,0.166548952,0.128213346
US6676551046,2012,0.617143631,0.242501259,0.028283224,0.1552542
US6676551046,2013,0.617143631,0.242501259,0.256968975,0.153369918
US6676551046,2014,0.617143631,0.242501259,0.078132205,0.169354886
US6676551046,2015,0.617143631,0.242501259,0.241221815,0.173276871
US6676551046,2016,0.617143631,0.242501259,0.314564288,0.195280954
US6677461013,2010,1.941079974,0.541498601,0.276474327,0.368420482
US6677461013,2011,1.941079974,0.541498601,0.270294487,0.388259411
US6677461013,2012,1.941079974,0.541498601,-0.018586915,0.397827864
US6677461013,2013,1.941079974,0.541498601,0.37206161,0.365154177
US6677461013,2014,1.941079974,0.541498601,1.066616058,0.27131182
US6677461013,2015,1.941079974,0.541498601,0.522403836,0.40427053
US6677461013,2016,1.941079974,0.541498601,2.221850157,0.484423637
US6680743050,2010,0.251104146,0.280210614,0.463586271,0.164853573
US6680743050,2011,0.251104146,0.280210614,0.22996442,0.155639663
US6680743050,2012,0.251104146,0.280210614,0.113406435,0.144158006
US6680743050,2013,0.251104146,0.280210614,0.377095938,0.152594328
US6680743050,2014,0.251104146,0.280210614,0.174575835,0.180921912
US6680743050,2015,0.251104146,0.280210614,0.018838322,0.175172299
US6680743050,2016,0.251104146,0.280210614,0.32208088,0.172215626
US6695491075,2010,0.479098856,0.265325844,-0.139665365,0.263197511
US6695491075,2011,0.479098856,0.265325844,0.163608819,0.225836858
US6695491075,2012,0.479098856,0.265325844,0.323476553,0.377815962
US6695491075,2013,0.479098856,0.265325844,-0.177785635,0.263768435
US6695491075,2014,0.479098856,0.265325844,0.147942349,0.344377369
US6695491075,2015,0.479098856,0.265325844,0.387474656,0.227220818
US6695491075,2016,0.479098856,0.265325844,-0.115680337,0.273706138
US66979P1021,2011,0.889870167,2.954408407,3.531967402,2.732009411
US66979P1021,2012,0.889870167,2.954408407,-0.298523635,1.383594394
US66979P1021,2013,0.889870167,2.954408407,-0.571573257,0.615921736
US66979P1021,2014,0.889870167,2.954408407,0.308274329,0.585325539
US66979P1021,2015,0.889870167,2.954408407,-0.079842433,0.617915809
US66979P1021,2016,0.889870167,2.954408407,-0.346262813,0.823651731
US66986W2070,2010,-0.193805084,0.797567248,0.29910478,0.350351334
US66986W2070,2011,-0.193805084,0.797567248,-0.287332624,0.087085508
US66986W2070,2012,-0.193805084,0.797567248,-0.269623816,0.080069765
US66986W2070,2013,-0.193805084,0.797567248,-0.474452406,0.090609372
US66987P2011,2010,0.034977064,1.044670224,0.285530508,0.507441759
US66987P2011,2011,0.034977064,1.044670224,0.009775849,0.570488095
US66987P2011,2012,0.034977064,1.044670224,-0.521502912,0.748859048
US66987P2011,2013,0.034977064,1.044670224,0.362902969,0.656676531
US66987P2011,2014,0.034977064,1.044670224,1.278359294,0.719006658
US66987P2011,2015,0.034977064,1.044670224,0.115158871,0.801464379
US66987P2011,2016,0.034977064,1.044670224,-0.056838099,0.779096305
US6700021040,2010,0.138206601,0.983353794,1.424449444,0.497121066
US6700021040,2011,0.138206601,0.983353794,0.846485019,0.431029588
US6700021040,2012,0.138206601,0.983353794,0.739144444,0.594997823
US6700021040,2013,0.138206601,0.983353794,0.508468568,0.654424071
US6700021040,2014,0.138206601,0.983353794,0.705862522,0.560893536
US6700021040,2015,0.138206601,0.983353794,1.409692764,0.50848043
US6700021040,2016,0.138206601,0.983353794,1.641208053,0.577110469
US6700081010,2010,0.285501182,0.874163985,-0.302643895,0.247297883
US6700081010,2011,0.285501182,0.874163985,0.405072778,0.273375213
US6700081010,2012,0.285501182,0.874163985,-0.104027145,0.434271663
US67011N1054,2014,1.413766623,2.776627779,-0.16224575,0.987081409
US67011N1054,2015,1.413766623,2.776627779,-0.030896204,0.499838442
US67011N1054,2016,1.413766623,2.776627779,1.32905066,0.603186309
US67011P1003,2014,1.802773595,0.87485534,1.039013982,0.494513929
US67011P1003,2015,1.802773595,0.87485534,1.030926585,0.389070123
US67011P1003,2016,1.802773595,0.87485534,2.143277168,0.323701024
US67018T1051,2010,0.6895895,0.778509557,0.036470823,0.293736964
US67018T1051,2011,0.6895895,0.778509557,-0.392860979,0.263291419
US67018T1051,2012,0.6895895,0.778509557,0.57028836,0.450309962
US67018T1051,2013,0.6895895,0.778509557,0.635618746,0.385163844
US67018T1051,2014,0.6895895,0.778509557,-0.029987855,0.475799948
US67018T1051,2015,0.6895895,0.778509557,0.610483289,0.360058963
US67018T1051,2016,0.6895895,0.778509557,0.550396979,0.33946678
US67019E1073,2010,-0.11916808,0.277548373,0.227884024,0.119708478
US67019E1073,2011,-0.11916808,0.277548373,0.152125016,0.145441011
US67019E1073,2012,-0.11916808,0.277548373,-0.521575987,0.406728834
US67020Q3056,2010,-0.066656478,0.940400958,0.173732281,0.222031206
US67020Q3056,2011,-0.066656478,0.940400958,0.483525008,0.217710942
US67020Q3056,2012,-0.066656478,0.940400958,0.302477449,0.315469384
US67020Q3056,2013,-0.066656478,0.940400958,0.587296009,0.403313816
US67020Q3056,2014,-0.066656478,0.940400958,0.765946507,0.465742856
US67020Q3056,2015,-0.066656478,0.940400958,-0.018291473,0.550059259
US67020Q3056,2016,-0.066656478,0.940400958,0.204603434,0.06548176
US67020Y1001,2010,-0.063329697,0.531241775,0.283218473,0.25074178
US67020Y1001,2011,-0.063329697,0.531241775,0.429886103,0.246345371
US67020Y1001,2012,-0.063329697,0.531241775,0.136983842,0.334597558
US67020Y1001,2013,-0.063329697,0.531241775,0.198426858,0.279812932
US67020Y1001,2014,-0.063329697,0.531241775,0.679737747,0.281668901
US67020Y1001,2015,-0.063329697,0.531241775,0.454161197,0.218754902
US67020Y1001,2016,-0.063329697,0.531241775,0.347233832,0.253556311
US6703461052,2010,0.896274447,0.301048696,1.47209847,0.185408145
US6703461052,2011,0.896274447,0.301048696,1.028133988,0.158851311
US6703461052,2012,0.896274447,0.301048696,0.642307639,0.180477619
US6703461052,2013,0.896274447,0.301048696,0.885423243,0.187453583
US6703461052,2014,0.896274447,0.301048696,0.793971896,0.188889548
US6703461052,2015,0.896274447,0.301048696,0.301883966,0.210914895
US6703461052,2016,0.896274447,0.301048696,1.23564589,0.22156553
US67053A1025,2010,1.397867203,0.624959946,0.169041023,0.449036181
US67053A1025,2011,1.397867203,0.624959946,0.897335529,0.36649105
US67053A1025,2012,1.397867203,0.624959946,-0.207823277,0.353711337
US67053A1025,2013,1.397867203,0.624959946,0.671876788,0.46554479
US67053A1025,2014,1.397867203,0.624959946,0.171896845,0.419223994
US67053A1025,2015,1.397867203,0.624959946,0.04122496,0.321649641
US67053A1025,2016,1.397867203,0.624959946,-0.050425239,0.377976894
US67058H1023,2010,0.955890775,0.397416681,0.587904334,0.168304965
US67058H1023,2011,0.955890775,0.397416681,0.368768543,0.153243169
US67058H1023,2012,0.955890775,0.397416681,0.147241145,0.241993561
US67058H1023,2013,0.955890775,0.397416681,0.13382861,0.321657181
US67058H1023,2014,0.955890775,0.397416681,1.690586329,0.295843542
US67058H1023,2015,0.955890775,0.397416681,1.290647268,0.29693222
US67058H1023,2016,0.955890775,0.397416681,2.392631531,0.349546671
US67059L1026,2010,0.820369482,0.468304187,0.74595964,0.17732507
US67059L1026,2011,0.820369482,0.468304187,0.225997016,0.166791528
US67059L1026,2012,0.820369482,0.468304187,0.165884003,0.259613007
US67059L1026,2013,0.820369482,0.468304187,0.250965446,0.383085102
US67059L1026,2014,0.820369482,0.468304187,1.797114134,0.32605508
US67059L1026,2015,0.820369482,0.468304187,0.902876258,0.370950043
US67059L1026,2016,0.820369482,0.468304187,2.378143311,0.397676408
US67059M1009,2010,0.28405267,1.755732059,-0.189220741,1.042872906
US67059M1009,2011,0.28405267,1.755732059,0.777912855,0.529404581
US67059M1009,2012,0.28405267,1.755732059,-0.389158756,0.678952157
US67059M1009,2013,0.28405267,1.755732059,-0.787077129,0.562506616
US67059M1009,2014,0.28405267,1.755732059,-1.146246314,1.147623897
US67060Y1010,2010,-1.015019178,0.38079083,-0.077223599,0.340933532
US67060Y1010,2011,-1.015019178,0.38079083,0.252876401,0.243699595
US67060Y1010,2012,-1.015019178,0.38079083,-0.790257454,0.31455341
US67060Y1010,2013,-1.015019178,0.38079083,0.59241575,0.259742737
US67060Y1010,2014,-1.015019178,0.38079083,0.365063876,0.246498466
US67060Y1010,2015,-1.015019178,0.38079083,0.048992131,0.239082456
US67060Y1010,2016,-1.015019178,0.38079083,0.233952224,0.276690722
US67066G1040,2010,-0.541054964,0.664087355,-0.027053183,0.368328243
US67066G1040,2011,-0.541054964,0.664087355,0.713136375,0.375542939
US67066G1040,2012,-0.541054964,0.664087355,-0.055680025,0.326398492
US67066G1040,2013,-0.541054964,0.664087355,0.195195392,0.246255264
US67066G1040,2014,-0.541054964,0.664087355,0.705693841,0.258015603
US67066G1040,2015,-0.541054964,0.664087355,0.513964295,0.253103375
US67066G1040,2016,-0.541054964,0.664087355,0.225884646,0.29286781
US67069D1081,2010,-1.169319868,0.690723956,0.039964586,0.366167396
US67069D1081,2011,-1.169319868,0.690723956,0.130764917,0.342906564
US67069D1081,2012,-1.169319868,0.690723956,0.404369414,0.374489129
US67069D1081,2013,-1.169319868,0.690723956,0.758381605,0.393101513
US67069D1081,2014,-1.169319868,0.690723956,0.318161279,0.339150041
US67069D1081,2015,-1.169319868,0.690723956,-0.218884125,0.289914787
US67069D1081,2016,-1.169319868,0.690723956,0.842791319,0.310915112
US6707041058,2010,-1.458611131,0.739524424,0.159745276,0.333266586
US6707041058,2011,-1.458611131,0.739524424,0.241881058,0.336825907
US6707041058,2012,-1.458611131,0.739524424,-0.557483613,0.408003569
US6707041058,2013,-1.458611131,0.739524424,0.354171038,0.32228151
US6707041058,2014,-1.458611131,0.739524424,0.298682004,0.307403445
US6707041058,2015,-1.458611131,0.739524424,0.710432529,0.271154791
US6707041058,2016,-1.458611131,0.739524424,-0.009153636,0.241010293
US6707111000,2010,NA,NA,-1.511774659,1.004863024
US67072V1035,2010,-0.835036933,0.686591685,0.597469091,0.405934602
US67072V1035,2011,-0.835036933,0.686591685,-0.484126776,0.295156568
US67072V1035,2012,-0.835036933,0.686591685,-0.305410653,0.391574264
US67072V1035,2013,-0.835036933,0.686591685,0.142648354,0.346596092
US67072V1035,2014,-0.835036933,0.686591685,0.82981962,0.392788351
US67072V1035,2015,-0.835036933,0.686591685,0.384457558,0.324074745
US67072V1035,2016,-0.835036933,0.686591685,-0.138046682,0.361386925
US67073Y1064,2010,0.151858419,0.261321306,0.458640277,0.16162093
US67073Y1064,2011,0.151858419,0.261321306,0.363830626,0.150247946
US67073Y1064,2012,0.151858419,0.261321306,0.133317739,0.152488038
US67073Y1064,2013,0.151858419,0.261321306,0.215773433,0.119175844
US67075N1081,2016,NA,NA,-0.149644047,0.835764766
US67081P1057,2010,NA,NA,-0.882086515,0.662528932
US6708231039,2010,-2.289517879,1.415828347,-0.320610553,0.457207799
US6708231039,2011,-2.289517879,1.415828347,0.55465275,0.437700629
US6708231039,2012,-2.289517879,1.415828347,0.136023983,0.623874366
US6708371033,2010,0.733256638,0.269436121,0.332071483,0.14374797
US6708371033,2011,0.733256638,0.269436121,0.474516869,0.127098262
US6708371033,2012,0.733256638,0.269436121,0.169373617,0.142074808
US6708371033,2013,0.733256638,0.269436121,0.612979591,0.214116037
US6708371033,2014,0.733256638,0.269436121,0.571773529,0.159590527
US6708371033,2015,0.733256638,0.269436121,0.42376551,0.180613026
US6708371033,2016,0.733256638,0.269436121,0.72672689,0.198185995
US6708721005,2010,-1.441164613,0.564331353,0.703190684,0.271677673
US6708721005,2011,-1.441164613,0.564331353,1.178781033,0.26915288
US6708721005,2012,-1.441164613,0.564331353,-0.189036876,0.398676723
US6708721005,2013,-1.441164613,0.564331353,0.702423155,0.282127917
US6708721005,2014,-1.441164613,0.564331353,0.497953445,0.251913786
US6708721005,2015,-1.441164613,0.564331353,-0.329526454,0.27578029
US67091J2069,2013,2.644062996,4.927128315,-1.963055372,1.891435266
US67091J2069,2014,2.644062996,4.927128315,0.331545353,0.808112979
US67091J2069,2015,2.644062996,4.927128315,0.385308415,0.782392561
US67091J2069,2016,2.644062996,4.927128315,-0.593361139,0.896561027
US67091N1081,2013,1.314033985,1.14002037,0.856567681,0.989615381
US67091N1081,2014,1.314033985,1.14002037,0.744931579,0.361651123
US67091N1081,2015,1.314033985,1.14002037,1.007995248,0.342888385
US67091N1081,2016,1.314033985,1.14002037,1.020196199,0.439098895
US67091U1025,2010,-0.110675178,0.549658716,0.499831676,0.390452564
US67091U1025,2011,-0.110675178,0.549658716,0.585095584,0.35358116
US67091U1025,2012,-0.110675178,0.549658716,-0.168960184,0.346691698
US67091U1025,2013,-0.110675178,0.549658716,0.440269083,0.287579507
US67091U1025,2014,-0.110675178,0.549658716,1.168841004,0.291342914
US67091U1025,2015,-0.110675178,0.549658716,0.538591802,0.285480797
US67091U1025,2016,-0.110675178,0.549658716,0.693854034,0.506713033
US67103B1008,2012,0.02953445,0.49770245,1.101170421,1.559336185
US67103B1008,2013,0.02953445,0.49770245,0.571887493,0.256410688
US67103B1008,2014,0.02953445,0.49770245,0.428480417,0.250128508
US67103B1008,2015,0.02953445,0.49770245,0.446715802,0.259248614
US67103B1008,2016,0.02953445,0.49770245,-0.180392668,0.251517683
US67103H1077,2010,-0.030014057,0.333228469,-0.182828262,0.198403835
US67103H1077,2011,-0.030014057,0.333228469,-0.115323544,0.185559049
US67103H1077,2012,-0.030014057,0.333228469,-0.101464599,0.250427812
US67103H1077,2013,-0.030014057,0.333228469,0.52155757,0.219326153
US67103H1077,2014,-0.030014057,0.333228469,0.540055692,0.194810614
US67103H1077,2015,-0.030014057,0.333228469,0.165290788,0.167625293
US67103H1077,2016,-0.030014057,0.333228469,0.146647826,0.20841144
US6710441055,2010,0.524650812,0.575597405,0.105577089,0.309826046
US6710441055,2011,0.524650812,0.575597405,0.583334923,0.276805758
US6710441055,2012,0.524650812,0.575597405,-0.093513444,0.343268454
US6710441055,2013,0.524650812,0.575597405,0.400055975,0.368306547
US6710441055,2014,0.524650812,0.575597405,0.483554155,0.239179134
US6710441055,2015,0.524650812,0.575597405,0.354581892,0.192038462
US6710441055,2016,0.524650812,0.575597405,0.559009969,0.301109463
US67109R1095,2010,-0.825451791,1.808717489,0,0
US67109R1095,2011,-0.825451791,1.808717489,0,0
US67109R1095,2012,-0.825451791,1.808717489,0,0
US67109R1095,2013,-0.825451791,1.808717489,2.79889679,1.840655446
US67109R1095,2014,-0.825451791,1.808717489,-1.365397811,1.240693569
US67109R1095,2015,-0.825451791,1.808717489,0.474138618,0.314992636
US67109R1095,2016,-0.825451791,1.808717489,0.19901064,0.497870356
US6718071052,2010,0.114137247,0.434166461,0.018317958,0.72285825
US6718071052,2011,0.114137247,0.434166461,0.94949609,0.545928061
US6718071052,2012,0.114137247,0.434166461,-0.312534571,0.766396463
US6718071052,2013,0.114137247,0.434166461,0.146278635,0.469383478
US6718071052,2014,0.114137247,0.434166461,0.103346534,0.418967158
US6718071052,2015,0.114137247,0.434166461,0.155145064,0.378503531
US6718071052,2016,0.114137247,0.434166461,0.328496695,0.374290138
US6740012017,2012,0.225116447,0.413548052,-0.232681721,0.307951897
US6740012017,2013,0.225116447,0.413548052,0.151629806,0.243005484
US6740012017,2014,0.225116447,0.413548052,0.487961531,0.221151009
US6740012017,2015,0.225116447,0.413548052,0.207525924,0.203123391
US6740012017,2016,0.225116447,0.413548052,0.397153318,0.227976233
US67401P1084,2010,-0.481629819,0.303489566,0.30827713,0.236310303
US67401P1084,2011,-0.481629819,0.303489566,0.385365784,0.229613513
US67401P1084,2012,-0.481629819,0.303489566,0.160791904,0.192747861
US67401P1084,2013,-0.481629819,0.303489566,0.847586632,0.167085588
US67401P1084,2014,-0.481629819,0.303489566,0.745801449,0.155501768
US67401P1084,2015,-0.481629819,0.303489566,0.522883058,0.208645761
US67401P1084,2016,-0.481629819,0.303489566,0.620031655,0.291210026
US67402D1046,2013,-0.115000397,0.461973161,0.697128713,0.339243174
US67402D1046,2014,-0.115000397,0.461973161,0.560718596,0.184611857
US67402D1046,2015,-0.115000397,0.461973161,0.556741655,0.178053379
US67402D1046,2016,-0.115000397,0.461973161,0.31625092,0.245372877
US6742151086,2010,2.749310493,0.731458485,1.433378696,0.556326985
US6742151086,2011,2.749310493,0.731458485,2.346206665,0.346082807
US6742151086,2012,2.749310493,0.731458485,2.163938046,0.368916333
US6742151086,2013,2.749310493,0.731458485,1.834139228,0.356389195
US6742151086,2014,2.749310493,0.731458485,2.889154196,0.455524117
US6742151086,2015,2.749310493,0.731458485,2.733968258,0.638436794
US6742151086,2016,2.749310493,0.731458485,3.860093832,0.645765126
US67423R1086,2010,-1.009289026,0.959929585,0.871545792,0.390010655
US67423R1086,2011,-1.009289026,0.959929585,-0.144806996,0.301488101
US67423R1086,2012,-1.009289026,0.959929585,-0.621109307,0.358544976
US67423R1086,2013,-1.009289026,0.959929585,-1.558077216,0.722810805
US67424G1013,2010,-0.064570546,0.318295717,-0.20681262,0.201507628
US67424G1013,2011,-0.064570546,0.318295717,-0.169367209,0.162640914
US67424G1013,2012,-0.064570546,0.318295717,-0.003733333,0.290305763
US67424G1013,2013,-0.064570546,0.318295717,-0.24202238,0.23375386
US67424G1013,2014,-0.064570546,0.318295717,-0.649065554,0.353298366
US67457L1008,2010,1.074488878,1.146885514,0.59588325,0.836861908
US67457L1008,2011,1.074488878,1.146885514,-0.886161864,0.411470801
US67457L1008,2012,1.074488878,1.146885514,-0.269622535,0.08006978
US67457L1008,2013,1.074488878,1.146885514,-0.421061486,0.079657272
US67457L1008,2014,1.074488878,1.146885514,-0.077831231,0.064835191
US67457L1008,2015,1.074488878,1.146885514,-0.436140329,0.47591415
US67457L1008,2016,1.074488878,1.146885514,0.53684181,0.43664965
US67457P3091,2010,-3.026293278,4.113454342,0.23925218,0.477714598
US67457P3091,2011,-3.026293278,4.113454342,1.16496861,0.835353196
US6745991058,2010,1.210615635,0.323959738,1.090083718,0.179812923
US6745991058,2011,1.210615635,0.323959738,1.407257915,0.189652994
US6745991058,2012,1.210615635,0.323959738,1.572075129,0.172390476
US6745991058,2013,1.210615635,0.323959738,0.695137441,0.17858839
US6745991058,2014,1.210615635,0.323959738,1.746761322,0.186685979
US6745991058,2015,1.210615635,0.323959738,1.150562406,0.16536279
US6745991058,2016,1.210615635,0.323959738,1.467733026,0.210575104
US6746311066,2010,-0.546620607,0.805128515,-0.599414408,0.704319775
US6746311066,2011,-0.546620607,0.805128515,1.580872297,0.554734707
US6746311066,2012,-0.546620607,0.805128515,-0.742746055,0.717359245
US6746311066,2013,-0.546620607,0.805128515,-0.17577213,0.536107242
US6746311066,2014,-0.546620607,0.805128515,0.133162633,0.609452367
US6746311066,2015,-0.546620607,0.805128515,0.776386738,0.522326529
US6746311066,2016,-0.546620607,0.805128515,0.36153847,0.621092975
US6748704078,2010,0.940277398,2.180629015,0.458006054,0.476355344
US6748704078,2011,0.940277398,2.180629015,1.217950821,0.530143976
US6748704078,2012,0.940277398,2.180629015,0.91490531,0.690421224
US6748704078,2013,0.940277398,2.180629015,-0.039518118,0.657948673
US6748704078,2014,0.940277398,2.180629015,0.683936954,0.807350874
US6748704078,2015,0.940277398,2.180629015,0.098240525,0.681185901
US6748704078,2016,0.940277398,2.180629015,1.5421983,0.743333519
US67501R1032,2010,-0.063518785,0.281322718,-0.084598511,0.342001766
